DEP,LIBGEO,P13_H2064,P13_H65P,P13_F2064,P13_F65P
11,Villesèque-des-Corbières,108,40,104,41
11,Villesèquelande,224,59,248,74
11,Villesiscle,107,31,96,39
11,Villespy,98,32,96,51
11,Villetritouls,9,5,10,6
11,Vinassan,714,244,749,276
12,Agen-d'Aveyron,317,79,330,83
12,Aguessac,267,65,234,80
12,Les Albres,87,48,84,55
12,Almont-les-Junies,129,62,118,64
12,Alpuech,18,10,22,8
12,Alrance,106,50,87,55
12,Ambeyrac,44,32,38,36
12,Anglars-Saint-Félix,227,52,206,72
12,Arnac-sur-Dourdou,10,8,7,10
12,Arques,40,10,35,13
12,Arvieu,216,106,193,119
12,Asprières,180,90,173,136
12,Aubin,1003,492,996,685
12,Aurelle-Verlac,45,32,35,34
12,Auriac-Lagast,66,30,61,39
12,Auzits,261,95,222,117
12,Ayssènes,66,36,53,34
12,Balaguier-d'Olt,40,19,49,10
12,Balaguier-sur-Rance,32,11,23,12
12,Balsac,188,47,169,43
12,La Bastide-l'Évêque,236,104,207,118
12,La Bastide-Pradines,31,19,30,17
12,La Bastide-Solages,33,20,30,15
12,Belcastel,56,28,48,33
12,Belmont-sur-Rance,344,97,266,163
12,Bertholène,308,78,285,103
12,Bessuéjouls,80,15,75,22
12,Boisse-Penchot,144,72,130,76
12,Bor-et-Bar,52,33,50,27
12,Bouillac,112,50,113,58
12,Bournazel,90,26,93,39
12,Boussac,147,52,137,66
12,Bozouls,759,270,768,311
12,Brandonnet,81,42,81,43
12,Brasc,40,33,41,17
12,Brommat,180,84,165,100
12,Broquiès,163,100,146,122
12,Brousse-le-Château,51,19,38,24
12,Brusque,72,54,59,72
12,Buzeins,55,23,48,22
12,Cabanès,62,32,54,43
12,Calmels-et-le-Viala,55,25,68,15
12,Calmont,578,142,522,253
12,Camarès,275,115,245,159
12,Camboulazet,107,28,107,43
12,Camjac,185,65,152,74
12,Campagnac,139,52,106,65
12,Campouriez,98,54,90,60
12,Campuac,125,58,110,75
12,Canet-de-Salars,115,54,104,54
12,Cantoin,95,51,94,38
12,Capdenac-Gare,1192,543,1152,791
12,La Capelle-Balaguier,82,33,74,40
12,La Capelle-Bleys,108,39,95,43
12,La Capelle-Bonance,35,12,28,11
12,Baraqueville,917,229,908,303
12,Cassagnes-Bégonhès,242,93,248,127
12,Cassuéjouls,36,17,28,21
12,Castanet,141,69,131,71
12,Castelmary,30,28,28,23
12,Castelnau-de-Mandailles,156,67,147,63
12,Castelnau-Pégayrols,115,33,96,30
12,La Cavalerie,314,69,295,77
12,Le Cayrol,67,35,61,60
12,Centrès,148,86,121,89
12,Clairvaux-d'Aveyron,325,92,308,165
12,Le Clapier,26,7,19,11
12,Colombiès,271,123,223,148
12,Combret,82,36,65,40
12,Compeyre,153,53,138,57
12,Compolibat,98,49,102,46
12,Comprégnac,73,15,74,21
12,Comps-la-Grand-Ville,153,54,155,49
12,Condom-d'Aubrac,85,39,80,45
12,Connac,30,16,27,21
12,Conques,82,30,65,41
12,Cornus,143,60,140,71
12,Les Costes-Gozon,53,24,44,28
12,Coubisou,143,66,126,77
12,Coupiac,123,74,102,79
12,Coussergues,76,30,74,34
12,La Couvertoirade,56,20,45,23
12,Cransac,425,191,390,297
12,Creissels,402,177,423,197
12,Crespin,83,41,74,47
12,La Cresse,93,37,89,43
12,Cruéjouls,103,52,92,90
12,Curières,62,30,46,36
12,Decazeville,1480,708,1444,1090
12,Druelle,650,146,642,149
12,Drulhe,119,39,116,67
12,Durenque,147,77,131,81
12,Le Fel,47,19,40,24
12,Entraygues-sur-Truyère,251,189,259,234
12,Escandolières,78,24,58,22
12,Espalion,1062,576,1103,816
12,Espeyrac,68,33,52,46
12,Estaing,150,72,142,116
12,Fayet,74,42,58,40
12,Firmi,596,307,624,417
12,Flagnac,270,139,268,176
12,Flavin,702,156,671,168
12,Florentin-la-Capelle,86,50,72,61
12,Foissac,120,38,118,49
12,La Fouillade,267,154,276,172
12,Gabriac,140,57,131,52
12,Gaillac-d'Aveyron,92,34,90,31
12,Galgan,100,41,91,46
12,Gissac,30,11,30,12
12,Golinhac,119,45,107,51
12,Goutrens,143,48,126,53
12,Graissac,63,31,48,34
12,Gramond,105,48,98,134
12,Grand-Vabre,113,64,96,67
12,L'Hospitalet-du-Larzac,82,33,84,31
12,Huparlac,76,29,61,30
12,Lacalm,56,17,54,28
12,Lacroix-Barrez,127,67,124,80
12,Laguiole,344,135,329,198
12,Laissac,429,177,432,280
12,Lanuéjouls,178,89,198,110
12,Lapanouse-de-Cernon,35,15,27,15
12,Lapanouse,228,61,223,69
12,Lassouts,80,46,69,54
12,Laval-Roquecezière,78,44,61,44
12,Lavernhe,60,38,56,34
12,Lédergues,187,105,165,127
12,Lescure-Jaoul,65,47,51,47
12,Lestrade-et-Thouels,123,62,112,67
12,Livinhac-le-Haut,279,144,295,239
12,La Loubière,445,94,447,86
12,Luc-la-Primaube,1614,531,1695,659
12,Lugan,97,39,88,59
12,Lunac,95,63,108,96
12,Maleville,263,109,268,94
12,Manhac,230,40,205,51
12,Marcillac-Vallon,419,180,425,298
12,Marnhagues-et-Latour,25,21,38,22
12,Martiel,282,108,280,121
12,Martrin,72,26,62,33
12,Mayran,183,53,159,63
12,Mélagues,23,5,16,10
12,Meljac,41,25,33,23
12,Millau,5802,2375,5941,3437
